2010,begin,0,1
2011,end,00:00:03.092,1
2010,begin,00:00:38.397,2
2011,end,00:00:45.564,2
2010,begin,00:03:12.106,3
2011,end,00:03:35.086,3
2010,begin,00:03:41.896,4
2011,end,00:03:52.740,4
2010,begin,00:05:26.094,5
2011,end,00:05:32.861,5
2010,begin,00:06:03.734,6
2011,end,00:06:13.052,6
2010,begin,00:06:39.942,7
2011,end,00:06:50.338,7
2010,begin,00:07:08.221,8
2011,end,00:07:40.483,8
2010,begin,00:08:39.473,9
2011,end,00:08:50.037,9
2010,begin,00:08:53.115,10
2011,end,00:09:05.159,10
2010,begin,00:09:15.416,11
2011,end,00:09:24.077,11
2010,begin,00:10:10.653,12
2011,end,00:10:28.859,12
2010,begin,00:11:07.654,13
2011,end,00:11:20.208,13
2010,begin,00:11:44.897,14
2011,end,00:11:53.381,14
2010,begin,00:12:46.227,15
2011,end,00:13:06.649,15
2010,begin,00:13:21.525,16
2011,end,00:13:57.766,16
2010,begin,00:14:15.047,17
2011,end,00:14:16.779,17
2010,begin,00:15:29.237,18
2011,end,00:15:39.672,18
2010,begin,00:15:55.945,19
2011,end,00:16:00.895,19
2010,begin,00:18:19.646,20
2011,end,00:18:27.237,20
2010,begin,00:18:38.105,21
2011,end,00:19:01.724,21
2010,begin,00:20:18.215,22
2011,end,00:20:27.223,22
2010,begin,00:20:45.563,23
2011,end,00:20:55.197,23
2010,begin,00:21:12.846,24
2011,end,00:21:21.084,24
2010,begin,00:21:42.604,25
2011,end,00:21:52.313,25
2010,begin,00:22:11.800,26
2011,end,00:22:36.511,26
2010,begin,00:23:13.330,27
2011,end,00:23:22.706,27
2010,begin,00:24:44.647,28
2011,end,00:25:09.907,28
2010,begin,00:26:09.608,29
2011,end,00:26:32.306,29
2010,begin,00:26:57.200,30
2011,end,00:27:22.995,30
2010,begin,00:27:25.880,31
2011,end,00:27:40.461,31
2010,begin,00:28:15.590,32
2011,end,00:28:31.868,32
2010,begin,00:29:01.873,33
2011,end,00:29:07.679,33
2010,begin,00:29:23.469,34
2011,end,00:29:32.757,34